Bones (8):
[0] (Tors): parent index: -1
[21501]: (5, 0, 0, 0)
[21502]: (5, 0, 0, 0)
[21503]: (5, 0, 0, 0)
[21504]: (5, 0, 0, 0)
[21505]: (5, 0, 0, 0)
[21506]: (5, 0, 0, 0)
[21507]: (5, 0, 0, 0)
[21508]: (5, 0, 0, 0)
[21509]: (5, 0, 0, 0)
[21510]: (5, 0, 0, 0)
[21511]: (5, 0, 0, 0)
[21512]: (5, 0, 0, 0)
[21513]: (5, 0, 0, 0)
[21514]: (5, 0, 0, 0)
[21515]: (5, 0, 0, 0)
[21516]: (5, 0, 0, 0)
[21517]: (5, 0, 0, 0)
[21518]: (5, 0, 0, 0)
[21519]: (5, 0, 0, 0)
[21520]: (5, 0, 0, 0)
[21521]: (5, 0, 0, 0)
[21522]: (5, 0, 0, 0)
[21523]: (5, 0, 0, 0)
[21524]: (5, 0, 0, 0)
[21525]: (5, 0, 0, 0)
[21526]: (5, 0, 0, 0)
[21527]: (5, 0, 0, 0)
[21528]: (5, 0, 0, 0)
[21529]: (5, 0, 0, 0)
[21530]: (5, 0, 0, 0)
[21531]: (5, 0, 0, 0)
[21532]: (5, 0, 0, 0)
[21533]: (5, 0, 0, 0)
[21534]: (5, 0, 0, 0)
[21535]: (5, 0, 0, 0)
[21536]: (5, 0, 0, 0)
[21537]: (5, 0, 0, 0)
[21538]: (5, 0, 0, 0)
[21539]: (5, 0, 0, 0)
[21540]: (5, 0, 0, 0)
[21541]: (5, 0, 0, 0)
[21542]: (5, 0, 0, 0)
[21543]: (5, 0, 0, 0)
[21544]: (5, 0, 0, 0)
[21545]: (5, 0, 0, 0)
[21546]: (5, 0, 0, 0)
[21547]: (5, 0, 0, 0)
[21548]: (5, 0, 0, 0)
[21549]: (5, 0, 0, 0)
[21550]: (5, 0, 0, 0)
[21551]: (5, 0, 0, 0)
[21552]: (5, 0, 0, 0)
[21553]: (5, 0, 0, 0)
[21554]: (5, 0, 0, 0)
[21555]: (5, 0, 0, 0)
[21556]: (5, 0, 0, 0)
[21557]: (5, 0, 0, 0)
[21558]: (5, 0, 0, 0)
[21559]: (5, 0, 0, 0)
[21560]: (5, 0, 0, 0)
[21561]: (5, 0, 0, 0)
[21562]: (5, 0, 0, 0)
[21563]: (5, 0, 0, 0)
[21564]: (5, 0, 0, 0)
[21565]: (5, 0, 0, 0)
[21566]: (5, 0, 0, 0)
[21567]: (5, 0, 0, 0)
[21568]: (5, 0, 0, 0)
[21569]: (5, 0, 0, 0)
[21570]: (5, 0, 0, 0)
[21571]: (5, 0, 0, 0)
[21572]: (5, 0, 0, 0)
[21573]: (5, 0, 0, 0)
[21574]: (5, 0, 0, 0)
[21575]: (5, 0, 0, 0)
[21576]: (5, 0, 0, 0)
[21577]: (5, 0, 0, 0)
[21578]: (5, 0, 0, 0)
[21579]: (5, 0, 0, 0)
[21580]: (5, 0, 0, 0)
[21581]: (5, 0, 0, 0)
[21582]: (5, 0, 0, 0)
[21583]: (5, 0, 0, 0)
[21584]: (5, 0, 0, 0)
[21585]: (5, 0, 0, 0)
[21586]: (5, 0, 0, 0)
[21587]: (5, 0, 0, 0)
[21588]: (5, 0, 0, 0)
[21589]: (5, 0, 0, 0)
[21590]: (5, 0, 0, 0)
[21591]: (5, 0, 0, 0)
[21592]: (5, 0, 0, 0)
[21593]: (5, 0, 0, 0)
[21594]: (5, 0, 0, 0)
[21595]: (5, 0, 0, 0)
[21596]: (5, 0, 0, 0)
[21597]: (5, 0, 0, 0)
[21598]: (5, 0, 0, 0)
[21599]: (5, 0, 0, 0)
[21600]: (5, 0, 0, 0)
[21601]: (5, 0, 0, 0)
[21602]: (5, 0, 0, 0)
[21603]: (5, 0, 0, 0)
[21604]: (5, 0, 0, 0)
[21605]: (5, 0, 0, 0)
[21606]: (5, 0, 0, 0)
[21607]: (5, 0, 0, 0)
[21608]: (5, 0, 0, 0)
[21609]: (5, 0, 0, 0)
[21610]: (5, 0, 0, 0)
[21611]: (5, 0, 0, 0)
[21612]: (5, 0, 0, 0)
[21613]: (5, 0, 0, 0)
[21614]: (5, 0, 0, 0)
[21615]: (5, 0, 0, 0)
[21616]: (5, 0, 0, 0)
[21617]: (5, 0, 0, 0)
[21618]: (5, 0, 0, 0)
[21619]: (5, 0, 0, 0)
[21620]: (5, 0, 0, 0)
[21621]: (5, 0, 0, 0)
[21622]: (5, 0, 0, 0)
[21623]: (5, 0, 0, 0)
[21624]: (5, 0, 0, 0)
[21625]: (5, 0, 0, 0)
[21626]: (5, 0, 0, 0)
[21627]: (5, 0, 0, 0)
[21628]: (5, 0, 0, 0)
[21629]: (5, 0, 0, 0)
[21630]: (5, 0, 0, 0)
[21631]: (5, 0, 0, 0)
[21632]: (5, 0, 0, 0)
[21633]: (5, 0, 0, 0)
[21634]: (5, 0, 0, 0)
[21635]: (5, 0, 0, 0)
[21636]: (5, 0, 0, 0)
[21637]: (5, 0, 0, 0)
[21638]: (5, 0, 0, 0)
[21639]: (5, 0, 0, 0)
[21640]: (5, 0, 0, 0)
[21641]: (5, 0, 0, 0)
[21642]: (5, 0, 0, 0)
[21643]: (5, 0, 0, 0)
[21644]: (5, 0, 0, 0)
[21645]: (5, 0, 0, 0)
[21646]: (5, 0, 0, 0)
[21647]: (5, 0, 0, 0)
[21648]: (5, 0, 0, 0)
[21649]: (5, 0, 0, 0)
[21650]: (5, 0, 0, 0)
[21651]: (5, 0, 0, 0)
[21652]: (5, 0, 0, 0)
[21653]: (5, 0, 0, 0)
[21654]: (5, 0, 0, 0)
[21655]: (5, 0, 0, 0)
[21656]: (5, 0, 0, 0)
[21657]: (5, 0, 0, 0)
[21658]: (5, 0, 0, 0)
[21659]: (5, 0, 0, 0)
[21660]: (5, 0, 0, 0)
[21661]: (5, 0, 0, 0)
[21662]: (5, 0, 0, 0)
[21663]: (5, 0, 0, 0)
[21664]: (5, 0, 0, 0)
[21665]: (5, 0, 0, 0)
[21666]: (5, 0, 0, 0)
[21667]: (5, 0, 0, 0)
[21668]: (5, 0, 0, 0)
[21669]: (5, 0, 0, 0)
[21670]: (5, 0, 0, 0)
[21671]: (5, 0, 0, 0)
[21672]: (5, 0, 0, 0)
[21673]: (5, 0, 0, 0)
[21674]: (5, 0, 0, 0)
[21675]: (5, 0, 0, 0)
[21676]: (5, 0, 0, 0)
[21677]: (5, 0, 0, 0)
[21678]: (5, 0, 0, 0)
[21679]: (5, 0, 0, 0)
[21680]: (5, 0, 0, 0)
[21681]: (5, 0, 0, 0)
[21682]: (5, 0, 0, 0)
[21683]: (5, 0, 0, 0)
[21684]: (5, 0, 0, 0)
[21685]: (5, 0, 0, 0)
[21686]: (5, 0, 0, 0)
[21687]: (5, 0, 0, 0)
[21688]: (5, 0, 0, 0)
[21689]: (5, 0, 0, 0)
[21690]: (5, 0, 0, 0)
[21691]: (5, 0, 0, 0)
[21692]: (5, 0, 0, 0)
[21693]: (5, 0, 0, 0)
[21694]: (5, 0, 0, 0)
[21695]: (5, 0, 0, 0)
[21696]: (5, 0, 0, 0)
[21697]: (5, 0, 0, 0)
[21698]: (5, 0, 0, 0)
[21699]: (5, 0, 0, 0)
[21700]: (5, 0, 0, 0)
[21701]: (5, 0, 0, 0)
[21702]: (5, 0, 0, 0)
[21703]: (5, 0, 0, 0)
[21704]: (5, 0, 0, 0)
[21705]: (5, 0, 0, 0)
[21706]: (5, 0, 0, 0)
[21707]: (5, 0, 0, 0)
[21708]: (5, 0, 0, 0)
[21709]: (5, 0, 0, 0)
[21710]: (5, 0, 0, 0)
[21711]: (5, 0, 0, 0)
[21712]: (5, 0, 0, 0)
[21713]: (5, 0, 0, 0)
[21714]: (5, 0, 0, 0)
[21715]: (5, 0, 0, 0)
[21716]: (5, 0, 0, 0)
[21717]: (5, 0, 0, 0)
[21718]: (5, 0, 0, 0)
[21719]: (5, 0, 0, 0)
[21720]: (5, 0, 0, 0)
[21721]: (5, 0, 0, 0)
[21722]: (5, 0, 0, 0)
[21723]: (5, 0, 0, 0)
[21724]: (5, 0, 0, 0)
[21725]: (5, 0, 0, 0)
[21726]: (5, 0, 0, 0)
[21727]: (5, 0, 0, 0)
[21728]: (5, 0, 0, 0)
[21729]: (5, 0, 0, 0)
[21730]: (5, 0, 0, 0)
[21731]: (5, 0, 0, 0)
[21732]: (5, 0, 0, 0)
[21733]: (5, 0, 0, 0)
[21734]: (5, 0, 0, 0)
[21735]: (5, 0, 0, 0)
[21736]: (5, 0, 0, 0)
[21737]: (5, 0, 0, 0)
[21738]: (5, 0, 0, 0)
[21739]: (5, 0, 0, 0)
[21740]: (5, 0, 0, 0)
[21741]: (5, 0, 0, 0)
[21742]: (5, 0, 0, 0)
[21743]: (5, 0, 0, 0)
[21744]: (5, 0, 0, 0)
[21745]: (5, 0, 0, 0)
[21746]: (5, 0, 0, 0)
[21747]: (5, 0, 0, 0)
[21748]: (5, 0, 0, 0)
[21749]: (5, 0, 0, 0)
[21750]: (5, 0, 0, 0)
[21751]: (5, 0, 0, 0)
[21752]: (5, 0, 0, 0)
[21753]: (5, 0, 0, 0)
[21754]: (5, 0, 0, 0)
[21755]: (5, 0, 0, 0)
[21756]: (5, 0, 0, 0)
[21757]: (5, 0, 0, 0)
[21758]: (5, 0, 0, 0)
[21759]: (5, 0, 0, 0)
[21760]: (5, 0, 0, 0)
[21761]: (5, 0, 0, 0)
[21762]: (5, 0, 0, 0)
[21763]: (5, 0, 0, 0)
[21764]: (5, 0, 0, 0)
[21765]: (5, 0, 0, 0)
[21766]: (5, 0, 0, 0)
[21767]: (5, 0, 0, 0)
[21768]: (5, 0, 0, 0)
[21769]: (5, 0, 0, 0)
[21770]: (5, 0, 0, 0)
[21771]: (5, 0, 0, 0)
[21772]: (5, 0, 0, 0)
[21773]: (5, 0, 0, 0)
[21774]: (5, 0, 0, 0)
[21775]: (5, 0, 0, 0)
[21776]: (5, 0, 0, 0)
[21777]: (5, 0, 0, 0)
[21778]: (5, 0, 0, 0)
[21779]: (5, 0, 0, 0)
[21780]: (5, 0, 0, 0)
[21781]: (5, 0, 0, 0)
[21782]: (5, 0, 0, 0)
[21783]: (5, 0, 0, 0)
[21784]: (5, 0, 0, 0)
[21785]: (5, 0, 0, 0)
[21786]: (5, 0, 0, 0)
[21787]: (5, 0, 0, 0)
[21788]: (5, 0, 0, 0)
[21789]: (5, 0, 0, 0)
[21790]: (5, 0, 0, 0)
[21791]: (5, 0, 0, 0)
[21792]: (5, 0, 0, 0)
[21793]: (5, 0, 0, 0)
[21794]: (5, 0, 0, 0)
[21795]: (5, 0, 0, 0)
[21796]: (5, 0, 0, 0)
[21797]: (5, 0, 0, 0)
[21798]: (5, 0, 0, 0)
[21799]: (5, 0, 0, 0)
[21800]: (5, 0, 0, 0)
[21801]: (5, 0, 0, 0)
[21802]: (5, 0, 0, 0)
[21803]: (5, 0, 0, 0)
[21804]: (5, 0, 0, 0)
[21805]: (5, 0, 0, 0)
[21806]: (5, 0, 0, 0)
[21807]: (5, 0, 0, 0)
[21808]: (5, 0, 0, 0)
[21809]: (5, 0, 0, 0)
[21810]: (5, 0, 0, 0)
[21811]: (5, 0, 0, 0)
[21812]: (5, 0, 0, 0)
[21813]: (5, 0, 0, 0)
[21814]: (5, 0, 0, 0)
[21815]: (5, 0, 0, 0)
[21816]: (5, 0, 0, 0)
[21817]: (5, 0, 0, 0)
[21818]: (5, 0, 0, 0)
[21819]: (5, 0, 0, 0)
[21820]: (5, 0, 0, 0)
[21821]: (5, 0, 0, 0)
[21822]: (5, 0, 0, 0)
[21823]: (5, 0, 0, 0)
[21824]: (5, 0, 0, 0)
[21825]: (5, 0, 0, 0)
[21826]: (5, 0, 0, 0)
[21827]: (5, 0, 0, 0)
[21828]: (5, 0, 0, 0)
[21829]: (5, 0, 0, 0)
[21830]: (5, 0, 0, 0)
[21831]: (5, 0, 0, 0)
[21832]: (5, 0, 0, 0)
[21833]: (5, 0, 0, 0)
[21834]: (5, 0, 0, 0)
[21835]: (5, 0, 0, 0)
[21836]: (5, 0, 0, 0)
[21837]: (5, 0, 0, 0)
[21838]: (5, 0, 0, 0)
[21839]: (5, 0, 0, 0)
[21840]: (5, 0, 0, 0)
[21841]: (5, 0, 0, 0)
[21842]: (5, 0, 0, 0)
[21843]: (5, 0, 0, 0)
[21844]: (5, 0, 0, 0)
[21845]: (5, 0, 0, 0)
[21846]: (5, 0, 0, 0)
[21847]: (5, 0, 0, 0)
[21848]: (5, 0, 0, 0)
[21849]: (5, 0, 0, 0)
[21850]: (5, 0, 0, 0)
[21851]: (5, 0, 0, 0)
[21852]: (5, 0, 0, 0)
[21853]: (5, 0, 0, 0)
[21854]: (5, 0, 0, 0)
[21855]: (5, 0, 0, 0)
[21856]: (5, 0, 0, 0)
[21857]: (5, 0, 0, 0)
[21858]: (5, 0, 0, 0)
[21859]: (5, 0, 0, 0)
[21860]: (5, 0, 0, 0)
[21861]: (5, 0, 0, 0)
[21862]: (5, 0, 0, 0)
[21863]: (5, 0, 0, 0)
[21864]: (5, 0, 0, 0)
[21865]: (5, 0, 0, 0)
[21866]: (5, 0, 0, 0)
[21867]: (5, 0, 0, 0)
[21868]: (5, 0, 0, 0)
[21869]: (5, 0, 0, 0)
[21870]: (5, 0, 0, 0)
[21871]: (5, 0, 0, 0)
[21872]: (5, 0, 0, 0)
[21873]: (5, 0, 0, 0)
[21874]: (5, 0, 0, 0)
[21875]: (5, 0, 0, 0)
[21876]: (5, 0, 0, 0)
[21877]: (5, 0, 0, 0)
[21878]: (5, 0, 0, 0)
[21879]: (5, 0, 0, 0)
[21880]: (5, 0, 0, 0)
[21881]: (5, 0, 0, 0)
[21882]: (5, 0, 0, 0)
[21883]: (5, 0, 0, 0)
[21884]: (5, 0, 0, 0)
[21885]: (5, 0, 0, 0)
[21886]: (5, 0, 0, 0)
[21887]: (5, 0, 0, 0)
[21888]: (5, 0, 0, 0)
[21889]: (5, 0, 0, 0)
[21890]: (5, 0, 0, 0)
[21891]: (5, 0, 0, 0)
[21892]: (5, 0, 0, 0)
[21893]: (5, 0, 0, 0)
[21894]: (5, 0, 0, 0)
[21895]: (5, 0, 0, 0)
[21896]: (5, 0, 0, 0)
[21897]: (5, 0, 0, 0)
[21898]: (5, 0, 0, 0)
[21899]: (5, 0, 0, 0)
[21900]: (5, 0, 0, 0)
[21901]: (5, 0, 0, 0)
[21902]: (5, 0, 0, 0)
[21903]: (5, 0, 0, 0)
[21904]: (5, 0, 0, 0)
[21905]: (5, 0, 0, 0)
[21906]: (5, 0, 0, 0)
[21907]: (5, 0, 0, 0)
[21908]: (5, 0, 0, 0)
[21909]: (5, 0, 0, 0)
[21910]: (5, 0, 0, 0)
[21911]: (5, 0, 0, 0)
[21912]: (5, 0, 0, 0)
[21913]: (5, 0, 0, 0)
[21914]: (5, 0, 0, 0)
[21915]: (5, 0, 0, 0)
[21916]: (5, 0, 0, 0)
[21917]: (5, 0, 0, 0)
[21918]: (5, 0, 0, 0)
[21919]: (5, 0, 0, 0)
[21920]: (5, 0, 0, 0)
[21921]: (5, 0, 0, 0)
[21922]: (5, 0, 0, 0)
[21923]: (5, 0, 0, 0)
[21924]: (5, 0, 0, 0)
[21925]: (5, 0, 0, 0)
[21926]: (5, 0, 0, 0)
[21927]: (5, 0, 0, 0)
[21928]: (5, 0, 0, 0)
[21929]: (5, 0, 0, 0)
[21930]: (5, 0, 0, 0)
[21931]: (5, 0, 0, 0)
[21932]: (5, 0, 0, 0)
[21933]: (5, 0, 0, 0)
[21934]: (5, 0, 0, 0)
[21935]: (5, 0, 0, 0)
[21936]: (5, 0, 0, 0)
[21937]: (5, 0, 0, 0)
[21938]: (5, 0, 0, 0)
[21939]: (5, 0, 0, 0)
[21940]: (5, 0, 0, 0)
[21941]: (5, 0, 0, 0)
[21942]: (5, 0, 0, 0)
[21943]: (5, 0, 0, 0)
[21944]: (5, 0, 0, 0)
[21945]: (5, 0, 0, 0)
[21946]: (5, 0, 0, 0)
[21947]: (5, 0, 0, 0)
[21948]: (5, 0, 0, 0)
[21949]: (5, 0, 0, 0)
[21950]: (5, 0, 0, 0)
[21951]: (5, 0, 0, 0)
[21952]: (5, 0, 0, 0)
[21953]: (5, 0, 0, 0)
[21954]: (5, 0, 0, 0)
[21955]: (5, 0, 0, 0)
[21956]: (5, 0, 0, 0)
[21957]: (5, 0, 0, 0)
[21958]: (5, 0, 0, 0)
[21959]: (5, 0, 0, 0)
[21960]: (5, 0, 0, 0)
[21961]: (5, 0, 0, 0)
[21962]: (5, 0, 0, 0)
[21963]: (5, 0, 0, 0)
[21964]: (5, 0, 0, 0)
[21965]: (5, 0, 0, 0)
[21966]: (5, 0, 0, 0)
[21967]: (5, 0, 0, 0)
[21968]: (5, 0, 0, 0)
[21969]: (5, 0, 0, 0)
[21970]: (5, 0, 0, 0)
[21971]: (5, 0, 0, 0)
[21972]: (5, 0, 0, 0)
[21973]: (5, 0, 0, 0)
[21974]: (5, 0, 0, 0)
[21975]: (5, 0, 0, 0)
[21976]: (5, 0, 0, 0)
[21977]: (5, 0, 0, 0)
[21978]: (5, 0, 0, 0)
[21979]: (5, 0, 0, 0)
[21980]: (5, 0, 0, 0)
[21981]: (5, 0, 0, 0)
[21982]: (5, 0, 0, 0)
[21983]: (5, 0, 0, 0)
[21984]: (5, 0, 0, 0)
[21985]: (5, 0, 0, 0)
[21986]: (5, 0, 0, 0)
[21987]: (5, 0, 0, 0)
[21988]: (5, 0, 0, 0)
[21989]: (5, 0, 0, 0)
[21990]: (5, 0, 0, 0)
[21991]: (5, 0, 0, 0)
[21992]: (5, 0, 0, 0)
[21993]: (5, 0, 0, 0)
[21994]: (5, 0, 0, 0)
[21995]: (5, 0, 0, 0)
[21996]: (5, 0, 0, 0)
[21997]: (5, 0, 0, 0)
[21998]: (5, 0, 0, 0)
[21999]: (5, 0, 0, 0)
[22000]: (5, 0, 0, 0)
[22001]: (5, 0, 0, 0)
[22002]: (5, 0, 0, 0)
[22003]: (5, 0, 0, 0)
[22004]: (5, 0, 0, 0)
[22005]: (5, 0, 0, 0)
[22006]: (5, 0, 0, 0)
[22007]: (5, 0, 0, 0)
[22008]: (5, 0, 0, 0)
[22009]: (5, 0, 0, 0)
[22010]: (5, 0, 0, 0)
[22011]: (5, 0, 0, 0)
[22012]: (5, 0, 0, 0)
[22013]: (5, 0, 0, 0)
[22014]: (5, 0, 0, 0)
[22015]: (5, 0, 0, 0)
[22016]: (5, 0, 0, 0)
[22017]: (5, 0, 0, 0)
[22018]: (5, 0, 0, 0)
[22019]: (5, 0, 0, 0)
[22020]: (5, 0, 0, 0)
[22021]: (5, 0, 0, 0)
[22022]: (5, 0, 0, 0)
[22023]: (5, 0, 0, 0)
[22024]: (5, 0, 0, 0)
[22025]: (5, 0, 0, 0)
[22026]: (5, 0, 0, 0)
[22027]: (5, 0, 0, 0)
[22028]: (5, 0, 0, 0)
[22029]: (5, 0, 0, 0)
[22030]: (5, 0, 0, 0)
[22031]: (5, 0, 0, 0)
[22032]: (5, 0, 0, 0)
[22033]: (5, 0, 0, 0)
[22034]: (5, 0, 0, 0)
[22035]: (5, 0, 0, 0)
[22036]: (5, 0, 0, 0)
[22037]: (5, 0, 0, 0)
[22038]: (5, 0, 0, 0)
[22039]: (5, 0, 0, 0)
[22040]: (5, 0, 0, 0)
[22041]: (5, 0, 0, 0)
[22042]: (5, 0, 0, 0)
[22043]: (5, 0, 0, 0)
[22044]: (5, 0, 0, 0)
[22045]: (5, 0, 0, 0)
[22046]: (5, 0, 0, 0)
[22047]: (5, 0, 0, 0)
[22048]: (5, 0, 0, 0)
[22049]: (5, 0, 0, 0)
[22050]: (5, 0, 0, 0)
[22051]: (5, 0, 0, 0)
[22052]: (5, 0, 0, 0)
[22053]: (5, 0, 0, 0)
[22054]: (5, 0, 0, 0)
[22055]: (5, 0, 0, 0)
[22056]: (5, 0, 0, 0)
[22057]: (5, 0, 0, 0)
[22058]: (5, 0, 0, 0)
[22059]: (5, 0, 0, 0)
[22060]: (5, 0, 0, 0)
[22061]: (5, 0, 0, 0)
[22062]: (5, 0, 0, 0)
[22063]: (5, 0, 0, 0)
[22064]: (5, 0, 0, 0)
[22065]: (5, 0, 0, 0)
[22066]: (5, 0, 0, 0)
[22067]: (5, 0, 0, 0)
[22068]: (5, 0, 0, 0)
[22069]: (5, 0, 0, 0)
[22070]: (5, 0, 0, 0)
[22071]: (5, 0, 0, 0)
[22072]: (5, 0, 0, 0)
[22073]: (5, 0, 0, 0)
[22074]: (5, 0, 0, 0)
[22075]: (5, 0, 0, 0)
[22076]: (5, 0, 0, 0)
[22077]: (5, 0, 0, 0)
[22078]: (5, 0, 0, 0)
[22079]: (5, 0, 0, 0)
[22080]: (5, 0, 0, 0)
[22081]: (5, 0, 0, 0)
[22082]: (5, 0, 0, 0)
[22083]: (5, 0, 0, 0)
[22084]: (5, 0, 0, 0)
[22085]: (5, 0, 0, 0)
[22086]: (5, 0, 0, 0)
[22087]: (5, 0, 0, 0)
[22088]: (5, 0, 0, 0)
[22089]: (5, 0, 0, 0)
[22090]: (5, 0, 0, 0)
[22091]: (5, 0, 0, 0)
[22092]: (5, 0, 0, 0)
[22093]: (5, 0, 0, 0)
[22094]: (5, 0, 0, 0)
[22095]: (5, 0, 0, 0)
[22096]: (5, 0, 0, 0)
[22097]: (5, 0, 0, 0)
[22098]: (5, 0, 0, 0)
[22099]: (5, 0, 0, 0)
[22100]: (5, 0, 0, 0)
[22101]: (5, 0, 0, 0)
[22102]: (5, 0, 0, 0)
[22103]: (5, 0, 0, 0)
[22104]: (5, 0, 0, 0)
[22105]: (5, 0, 0, 0)
[22106]: (5, 0, 0, 0)
[22107]: (5, 0, 0, 0)
[22108]: (5, 0, 0, 0)
[22109]: (5, 0, 0, 0)
[22110]: (5, 0, 0, 0)
[22111]: (5, 0, 0, 0)
[22112]: (5, 0, 0, 0)
[22113]: (5, 0, 0, 0)
[22114]: (5, 0, 0, 0)
[22115]: (5, 0, 0, 0)
[22116]: (5, 0, 0, 0)
[22117]: (5, 0, 0, 0)
[22118]: (5, 0, 0, 0)
[22119]: (5, 0, 0, 0)
[22120]: (5, 0, 0, 0)
[22121]: (5, 0, 0, 0)
[22122]: (5, 0, 0, 0)
[22123]: (5, 0, 0, 0)
[22124]: (5, 0, 0, 0)
[22125]: (5, 0, 0, 0)
[22126]: (5, 0, 0, 0)
[22127]: (5, 0, 0, 0)
[22128]: (5, 0, 0, 0)
[22129]: (5, 0, 0, 0)
[22130]: (5, 0, 0, 0)
[22131]: (5, 0, 0, 0)
[22132]: (5, 0, 0, 0)
[22133]: (5, 0, 0, 0)
[22134]: (5, 0, 0, 0)
[22135]: (5, 0, 0, 0)
[22136]: (5, 0, 0, 0)
[22137]: (5, 0, 0, 0)
[22138]: (5, 0, 0, 0)
[22139]: (5, 0, 0, 0)
[22140]: (5, 0, 0, 0)
[22141]: (5, 0, 0, 0)
[22142]: (5, 0, 0, 0)
[22143]: (5, 0, 0, 0)
[22144]: (5, 0, 0, 0)
[22145]: (5, 0, 0, 0)
[22146]: (5, 0, 0, 0)
[22147]: (5, 0, 0, 0)
[22148]: (5, 0, 0, 0)
[22149]: (5, 0, 0, 0)
[22150]: (5, 0, 0, 0)
[22151]: (5, 0, 0, 0)
[22152]: (5, 0, 0, 0)
[22153]: (5, 0, 0, 0)
[22154]: (5, 0, 0, 0)
[22155]: (5, 0, 0, 0)
[22156]: (5, 0, 0, 0)
[22157]: (5, 0, 0, 0)
[22158]: (5, 0, 0, 0)
[22159]: (5, 0, 0, 0)
[22160]: (5, 0, 0, 0)
[22161]: (5, 0, 0, 0)
[22162]: (5, 0, 0, 0)
[22163]: (5, 0, 0, 0)
[22164]: (5, 0, 0, 0)
[22165]: (5, 0, 0, 0)
[22166]: (5, 0, 0, 0)
[22167]: (5, 0, 0, 0)
[22168]: (5, 0, 0, 0)
[22169]: (5, 0, 0, 0)
[22170]: (5, 0, 0, 0)
[22171]: (5, 0, 0, 0)
[22172]: (5, 0, 0, 0)
[22173]: (5, 0, 0, 0)
[22174]: (5, 0, 0, 0)
[22175]: (5, 0, 0, 0)
[22176]: (5, 0, 0, 0)
[22177]: (5, 0, 0, 0)
[22178]: (5, 0, 0, 0)
[22179]: (5, 0, 0, 0)
[22180]: (5, 0, 0, 0)
[22181]: (5, 0, 0, 0)
[22182]: (5, 0, 0, 0)
[22183]: (5, 0, 0, 0)
[22184]: (5, 0, 0, 0)
[22185]: (5, 0, 0, 0)
[22186]: (5, 0, 0, 0)
[22187]: (5, 0, 0, 0)
[22188]: (5, 0, 0, 0)
[22189]: (5, 0, 0, 0)
[22190]: (5, 0, 0, 0)
[22191]: (5, 0, 0, 0)
[22192]: (5, 0, 0, 0)
[22193]: (5, 0, 0, 0)
[22194]: (5, 0, 0, 0)
[22195]: (5, 0, 0, 0)
[22196]: (5, 0, 0, 0)
[22197]: (5, 0, 0, 0)
[22198]: (5, 0, 0, 0)
[22199]: (5, 0, 0, 0)
[22200]: (5, 0, 0, 0)
[22201]: (5, 0, 0, 0)
[22202]: (5, 0, 0, 0)
[22203]: (5, 0, 0, 0)
[22204]: (5, 0, 0, 0)
[22205]: (5, 0, 0, 0)
[22206]: (5, 0, 0, 0)
[22207]: (5, 0, 0, 0)
[22208]: (5, 0, 0, 0)
[22209]: (5, 0, 0, 0)
[22210]: (5, 0, 0, 0)
[22211]: (5, 0, 0, 0)
[22212]: (5, 0, 0, 0)
[22213]: (5, 0, 0, 0)
[22214]: (5, 0, 0, 0)
[22215]: (5, 0, 0, 0)
[22216]: (5, 0, 0, 0)
[22217]: (5, 0, 0, 0)
[22218]: (5, 0, 0, 0)
[22219]: (5, 0, 0, 0)
[22220]: (5, 0, 0, 0)
[22221]: (5, 0, 0, 0)
[22222]: (5, 0, 0, 0)
[22223]: (5, 0, 0, 0)
[22224]: (5, 0, 0, 0)
[22225]: (5, 0, 0, 0)
[22226]: (5, 0, 0, 0)
[22227]: (5, 0, 0, 0)
[22228]: (5, 0, 0, 0)
[22229]: (5, 0, 0, 0)
[22230]: (5, 0, 0, 0)
[22231]: (5, 0, 0, 0)
[22232]: (5, 0, 0, 0)
[22233]: (5, 0, 0, 0)
[22234]: (5, 0, 0, 0)
[22235]: (5, 0, 0, 0)
[22236]: (5, 0, 0, 0)
[22237]: (5, 0, 0, 0)
[22238]: (5, 0, 0, 0)
[22239]: (5, 0, 0, 0)
[22240]: (5, 0, 0, 0)
[22241]: (5, 0, 0, 0)
[22242]: (5, 0, 0, 0)
[22243]: (5, 0, 0, 0)
[22244]: (5, 0, 0, 0)
[22245]: (5, 0, 0, 0)
[22246]: (5, 0, 0, 0)
[22247]: (5, 0, 0, 0)
[22248]: (5, 0, 0, 0)
[22249]: (5, 0, 0, 0)
[22250]: (5, 0, 0, 0)
[22251]: (5, 0, 0, 0)
[22252]: (5, 0, 0, 0)
[22253]: (5, 0, 0, 0)
[22254]: (5, 0, 0, 0)
[22255]: (5, 0, 0, 0)
[22256]: (5, 0, 0, 0)
[22257]: (5, 0, 0, 0)
[22258]: (5, 0, 0, 0)
[22259]: (5, 0, 0, 0)
[22260]: (5, 0, 0, 0)
[22261]: (5, 0, 0, 0)
[22262]: (5, 0, 0, 0)
[22263]: (5, 0, 0, 0)
[22264]: (5, 0, 0, 0)
[22265]: (5, 0, 0, 0)
[22266]: (5, 0, 0, 0)
[22267]: (5, 0, 0, 0)
[22268]: (5, 0, 0, 0)
[22269]: (5, 0, 0, 0)
[22270]: (5, 0, 0, 0)
[22271]: (5, 0, 0, 0)
[22272]: (5, 0, 0, 0)
[22273]: (5, 0, 0, 0)
[22274]: (5, 0, 0, 0)
[22275]: (5, 0, 0, 0)
[22276]: (5, 0, 0, 0)
